Genome,SRA ID,PATRIC ID,Antibiotic,Actual MIC,Predicted MIC
KPN1713,SRR5386035,573.13616,Imipenem,>8,8.0
KPN1713,SRR5386035,573.13616,Nitrofurantoin,>64,128.0
KPN1714,SRR5386034,573.13617,Gentamicin,<=2,4.0
KPN1714,SRR5386034,573.13617,Trimethoprim/Sulfamethoxazole,<=0.5/9,2.0
KPN1715,SRR5386033,573.13618,Aztreonam,>16,16.0
KPN1716,SRR5386032,573.13619,Ceftazidime,>16,32.0
KPN1716,SRR5386032,573.13619,Meropenem,4,16.0
KPN1716,SRR5386032,573.13619,Tetracycline,<=2,8.0
KPN1717,SRR5386031,573.13620,Amikacin,<=8,8.0
KPN1717,SRR5386031,573.13620,Cefepime,>16,8.0
KPN1717,SRR5386031,573.13620,Levofloxacin,>4,8.0
KPN1718,SRR5386030,573.13621,Imipenem,<=1,1.0
KPN1719,SRR5386029,573.13622,Cefoxitin,>16,16.0
KPN1719,SRR5386029,573.13622,Meropenem,<=1,1.0
KPN1719,SRR5386029,573.13622,Tetracycline,>8,8.0
KPN1720,SRR5386028,573.13623,Cefazolin,>16,32.0
KPN1721,SRR5386027,573.13624,Ampicillin,>16,32.0
KPN1722,SRR5386026,573.13625,Ampicillin/Sulbactam,>16/8,32.0
KPN1722,SRR5386026,573.13625,Cefepime,16,16.0
KPN1722,SRR5386026,573.13625,Ciprofloxacin,>2,4.0
KPN1722,SRR5386026,573.13625,Nitrofurantoin,64,128.0
KPN1722,SRR5386026,573.13625,Piperacillin/Tazobactam,>64/4,64.0
KPN1723,SRR5386025,573.13626,Cefepime,<=1,8.0
KPN1723,SRR5386025,573.13626,Ceftriaxone,>32,64.0
KPN1723,SRR5386025,573.13626,Cefuroxime sodium,>16,32.0
KPN1725,SRR5386006,573.13627,Ceftriaxone,4,16.0
KPN1725,SRR5386006,573.13627,Tobramycin,<=2,2.0
KPN1726,SRR5386005,573.13628,Aztreonam,>16,16.0
KPN1727,SRR5386004,573.13629,Gentamicin,<=2,4.0
KPN1728,SRR5386003,573.13630,Ceftazidime,>16,16.0
KPN1729,SRR5386002,573.13631,Amikacin,<=8,8.0
KPN1729,SRR5386002,573.13631,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1730,SRR5386001,573.13633,Levofloxacin,<=1,2.0
KPN1734,SRR5386000,573.13634,Cefazolin,>16,32.0
KPN1734,SRR5386000,573.13634,Levofloxacin,>4,8.0
KPN1735,SRR5385999,573.13635,Amikacin,32,32.0
KPN1735,SRR5385999,573.13635,Ampicillin,>16,32.0
KPN1735,SRR5385999,573.13635,Cefepime,8,8.0
KPN1735,SRR5385999,573.13635,Imipenem,<=1,1.0
KPN1736,SRR5385998,573.13636,Cefepime,>16,16.0
KPN1736,SRR5385998,573.13636,Meropenem,<=1,1.0
KPN1736,SRR5385998,573.13636,Tetracycline,>8,8.0
KPN1738,SRR5385996,573.13637,Ciprofloxacin,<=0.5,2.0
KPN1739,SRR5385995,573.13638,Ampicillin/Sulbactam,>16/8,32.0
KPN1739,SRR5385995,573.13638,Cefuroxime sodium,>16,32.0
KPN1739,SRR5385995,573.13638,Ciprofloxacin,>2,4.0
KPN1740,SRR5385994,573.13639,Aztreonam,>16,16.0
KPN1741,SRR5385993,573.13640,Ceftriaxone,>32,64.0
KPN1741,SRR5385993,573.13640,Piperacillin/Tazobactam,>64/4,128.0
KPN1744,SRR5385991,573.13642,Piperacillin/Tazobactam,8/4,16.0
KPN1746,SRR5385990,573.13643,Ceftazidime,>16,32.0
KPN1747,SRR5385989,573.13644,Amikacin,<=8,8.0
KPN1747,SRR5385989,573.13644,Cefazolin,>16,32.0
KPN1748,SRR5385988,573.13645,Ampicillin,>16,32.0
KPN1748,SRR5385988,573.13645,Gentamicin,<=2,2.0
KPN1749,SRR5385987,573.13646,Cefoxitin,>16,32.0
KPN1749,SRR5385987,573.13646,Nitrofurantoin,>64,128.0
KPN1751,SRR5385986,573.13647,Cefepime,4,8.0
KPN1752,SRR5385985,573.13648,Cefuroxime sodium,>16,32.0
KPN1752,SRR5385985,573.13648,Levofloxacin,>4,8.0
KPN1752,SRR5385985,573.13648,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1753,SRR5385984,573.13649,Imipenem,<=1,1.0
KPN1753,SRR5385984,573.13649,Meropenem,<=1,1.0
KPN1754,SRR5385983,573.13650,Aztreonam,>16,32.0
KPN1754,SRR5385983,573.13650,Ciprofloxacin,>2,4.0
KPN1754,SRR5385983,573.13650,Tobramycin,>8,16.0
KPN1755,SRR5385982,573.13651,Ceftazidime,8,16.0
KPN1755,SRR5385982,573.13651,Ceftriaxone,>32,32.0
KPN1755,SRR5385982,573.13651,Tetracycline,4,8.0
KPN1755,SRR5385982,573.13651,Tobramycin,<=2,4.0
KPN1756,SRR5385981,573.13652,Ampicillin/Sulbactam,>16/8,32.0
KPN1757,SRR5385980,573.13653,Cefoxitin,8,16.0
KPN1757,SRR5385980,573.13653,Piperacillin/Tazobactam,32/4,64.0
KPN1758,SRR5385979,573.13654,Cefazolin,>16,32.0
KPN1758,SRR5385979,573.13654,Ceftazidime,>16,32.0
KPN1759,SRR5385978,573.13655,Ampicillin,>16,32.0
KPN1760,SRR5385977,573.13656,Levofloxacin,2,2.0
KPN1760,SRR5385977,573.13656,Piperacillin/Tazobactam,>64/4,16.0
KPN1763,SRR5385975,573.13658,Amikacin,<=8,8.0
KPN1763,SRR5385975,573.13658,Cefuroxime sodium,>16,32.0
KPN1763,SRR5385975,573.13658,Tetracycline,>8,8.0
KPN1764,SRR5385974,573.13659,Cefepime,>16,16.0
KPN1766,SRR5385972,573.13660,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1767,SRR5385971,573.13661,Levofloxacin,>4,8.0
KPN1767,SRR5385971,573.13661,Meropenem,8,8.0
KPN1768,SRR5385970,573.13662,Cefoxitin,<=4,8.0
KPN1768,SRR5385970,573.13662,Ceftriaxone,>32,64.0
KPN1768,SRR5385970,573.13662,Gentamicin,>8,16.0
KPN1768,SRR5385970,573.13662,Piperacillin/Tazobactam,4/4,16.0
KPN1768,SRR5385970,573.13662,Tobramycin,8,16.0
KPN1769,SRR5385969,573.13663,Aztreonam,>16,16.0
KPN1769,SRR5385969,573.13663,Gentamicin,<=2,2.0
KPN1770,SRR5385968,573.13665,Ampicillin/Sulbactam,>16/8,32.0
KPN1770,SRR5385968,573.13665,Cefazolin,>16,32.0
KPN1770,SRR5385968,573.13665,Ciprofloxacin,>2,4.0
KPN1770,SRR5385968,573.13665,Imipenem,<=1,1.0
KPN1770,SRR5385968,573.13665,Meropenem,<=1,1.0
KPN1771,SRR5385967,573.13666,Ampicillin,>16,32.0
KPN1771,SRR5385967,573.13666,Meropenem,>8,8.0
KPN1774,SRR5385965,573.13668,Ceftazidime,>16,16.0
KPN1774,SRR5385965,573.13668,Piperacillin/Tazobactam,64/4,32.0
KPN1776,SRR5385963,573.13670,Cefoxitin,>16,32.0
KPN1776,SRR5385963,573.13670,Cefuroxime sodium,>16,32.0
KPN1777,SRR5385962,573.13671,Amikacin,<=8,8.0
KPN1777,SRR5385962,573.13671,Nitrofurantoin,>64,128.0
KPN1777,SRR5385962,573.13671,Trimethoprim/Sulfamethoxazole,<=0.5/9,1.0
KPN1779,SRR5385960,573.13672,Levofloxacin,<=1,2.0
KPN1781,SRR5385959,573.13674,Tobramycin,>8,16.0
KPN1781,SRR5385959,573.13674,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1782,SRR5385958,573.13675,Ceftriaxone,>32,64.0
KPN1783,SRR5385957,573.13676,Ampicillin/Sulbactam,>16/8,32.0
KPN1783,SRR5385957,573.13676,Aztreonam,>16,32.0
KPN1783,SRR5385957,573.13676,Cefazolin,>16,32.0
KPN1783,SRR5385957,573.13676,Cefepime,>16,16.0
KPN1784,SRR5385956,573.13677,Ampicillin,>16,32.0
KPN1785,SRR5385955,573.13678,Ciprofloxacin,>2,4.0
KPN1785,SRR5385955,573.13678,Piperacillin/Tazobactam,>64/4,64.0
KPN1786,SRR5385954,573.13679,Ampicillin/Sulbactam,16/8,32.0
KPN1786,SRR5385954,573.13679,Imipenem,<=1,1.0
KPN1786,SRR5385954,573.13679,Meropenem,<=1,1.0
KPN1788,SRR5385953,573.13680,Levofloxacin,>4,8.0
KPN1788,SRR5385953,573.13680,Tetracycline,4,4.0
KPN1789,SRR5385952,573.13681,Cefoxitin,<=4,8.0
KPN1789,SRR5385952,573.13681,Ceftazidime,>16,32.0
KPN1789,SRR5385952,573.13681,Cefuroxime sodium,>16,32.0
KPN1817,SRR5385951,573.13685,Imipenem,>8,16.0
KPN1817,SRR5385951,573.13685,Tetracycline,>8,8.0
KPN1819,SRR5385949,573.13687,Piperacillin/Tazobactam,16/4,32.0
KPN1821,SRR5385947,573.13689,Amikacin,<=8,8.0
KPN1821,SRR5385947,573.13689,Ceftriaxone,>32,64.0
KPN1821,SRR5385947,573.13689,Tobramycin,<=2,2.0
KPN1821,SRR5385947,573.13689,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1824,SRR5385946,573.13690,Cefazolin,>16,32.0
KPN1824,SRR5385946,573.13690,Gentamicin,4,4.0
KPN1826,SRR5385945,573.13691,Ampicillin,>16,32.0
KPN1827,SRR5385944,573.13692,Cefepime,<=1,8.0
KPN1827,SRR5385944,573.13692,Ciprofloxacin,>2,4.0
KPN1827,SRR5385944,573.13692,Gentamicin,<=2,2.0
KPN1828,SRR5385943,573.13693,Ampicillin/Sulbactam,>16/8,32.0
KPN1830,SRR5385941,573.13695,Levofloxacin,>4,8.0
KPN1831,SRR5385940,573.13696,Cefoxitin,>16,16.0
KPN1831,SRR5385940,573.13696,Cefuroxime sodium,>16,32.0
KPN1831,SRR5385940,573.13696,Piperacillin/Tazobactam,>64/4,64.0
KPN1831,SRR5385940,573.13696,Tetracycline,8,8.0
KPN1832,SRR5385939,573.13697,Ceftazidime,>16,16.0
KPN1832,SRR5385939,573.13697,Gentamicin,>8,4.0
KPN1832,SRR5385939,573.13697,Tobramycin,>8,4.0
KPN1834,SRR5385937,573.13698,Aztreonam,>16,16.0
KPN1839,SRR5387427,573.13701,Cefazolin,>16,32.0
KPN1839,SRR5387427,573.13701,Ceftriaxone,>32,32.0
KPN1839,SRR5387427,573.13701,Imipenem,<=1,1.0
KPN1839,SRR5387427,573.13701,Meropenem,<=1,1.0
KPN1839,SRR5387427,573.13701,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1840,SRR5387426,573.13703,Ampicillin,>16,32.0
KPN1841,SRR5387425,573.13704,Amikacin,<=8,16.0
KPN1842,SRR5387424,573.13705,Ampicillin/Sulbactam,>16/8,32.0
KPN1842,SRR5387424,573.13705,Nitrofurantoin,>64,128.0
KPN1842,SRR5387424,573.13705,Tetracycline,<=2,8.0
KPN1843,SRR5387423,573.13706,Cefepime,>16,16.0
KPN1843,SRR5387423,573.13706,Cefoxitin,16,16.0
KPN1844,SRR5387422,573.13707,Cefuroxime sodium,>16,32.0
KPN1844,SRR5387422,573.13707,Ciprofloxacin,>2,4.0
KPN1845,SRR5387421,573.13708,Tetracycline,>8,16.0
KPN1847,SRR5387419,573.13709,Ceftazidime,>16,32.0
KPN1847,SRR5387419,573.13709,Levofloxacin,>4,8.0
KPN1848,SRR5387418,573.13710,Piperacillin/Tazobactam,<=2/4,64.0
KPN1850,SRR5387416,573.13713,Cefazolin,>16,32.0
KPN1850,SRR5387416,573.13713,Ceftriaxone,>32,32.0
KPN1851,SRR5387415,573.13714,Ampicillin,>16,32.0
KPN1852,SRR5387414,573.13715,Aztreonam,>16,32.0
KPN1852,SRR5387414,573.13715,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1853,SRR5387413,573.13716,Ampicillin/Sulbactam,>16/8,32.0
KPN1853,SRR5387413,573.13716,Imipenem,<=1,1.0
KPN1853,SRR5387413,573.13716,Meropenem,<=1,1.0
KPN1854,SRR5387412,573.13717,Cefepime,16,16.0
KPN1854,SRR5387412,573.13717,Ceftazidime,16,16.0
KPN1855,SRR5387411,573.13718,Amikacin,<=8,8.0
KPN1855,SRR5387411,573.13718,Cefoxitin,8,16.0
KPN1855,SRR5387411,573.13718,Cefuroxime sodium,>16,32.0
KPN1855,SRR5387411,573.13718,Ciprofloxacin,>2,4.0
KPN1855,SRR5387411,573.13718,Piperacillin/Tazobactam,>64/4,64.0
KPN1855,SRR5387411,573.13718,Tobramycin,>8,8.0
KPN1856,SRR5387410,573.13719,Aztreonam,<=2,8.0
KPN1856,SRR5387410,573.13719,Gentamicin,>8,8.0
KPN1857,SRR5387409,573.13720,Gentamicin,<=2,4.0
KPN1859,SRR5387407,573.13721,Amikacin,32,16.0
KPN1860,SRR5387406,573.13723,Tobramycin,<=2,4.0
KPN1861,SRR5387405,573.13724,Cefazolin,>16,32.0
KPN1861,SRR5387405,573.13724,Ceftazidime,>16,16.0
KPN1861,SRR5387405,573.13724,Ceftriaxone,>32,32.0
KPN1861,SRR5387405,573.13724,Nitrofurantoin,>64,64.0
KPN1862,SRR5387404,573.13725,Ampicillin,>16,32.0
KPN1862,SRR5387404,573.13725,Cefepime,>16,32.0
KPN1862,SRR5387404,573.13725,Levofloxacin,>4,8.0
KPN1863,SRR5387403,573.13726,Aztreonam,8,16.0
KPN1863,SRR5387403,573.13726,Cefoxitin,<=4,8.0
KPN1866,SRR5387400,573.13729,Cefuroxime sodium,>16,32.0
KPN1866,SRR5387400,573.13729,Imipenem,<=1,1.0
KPN1866,SRR5387400,573.13729,Meropenem,<=1,1.0
KPN1867,SRR5387399,573.13730,Levofloxacin,<=1,2.0
KPN1868,SRR5387398,573.13731,Amikacin,<=8,8.0
KPN1868,SRR5387398,573.13731,Ampicillin/Sulbactam,>16/8,32.0
KPN1868,SRR5387398,573.13731,Tetracycline,>8,8.0
KPN1868,SRR5387398,573.13731,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1870,SRR5387396,573.13734,Aztreonam,>16,32.0
KPN1870,SRR5387396,573.13734,Cefoxitin,>16,16.0
KPN1870,SRR5387396,573.13734,Ciprofloxacin,>2,4.0
KPN1871,SRR5387395,573.13735,Cefazolin,>16,32.0
KPN1872,SRR5387394,573.13736,Ampicillin,>16,16.0
KPN1872,SRR5387394,573.13736,Cefepime,<=1,2.0
KPN1873,SRR5387393,573.13737,Ceftriaxone,>32,32.0
KPN1873,SRR5387393,573.13737,Gentamicin,<=2,2.0
KPN1876,SRR5387390,573.13739,Ciprofloxacin,<=0.5,1.0
KPN1877,SRR5387389,573.13740,Ceftazidime,>16,32.0
KPN1878,SRR5387388,573.13741,Cefuroxime sodium,>16,32.0
KPN1878,SRR5387388,573.13741,Piperacillin/Tazobactam,>64/4,128.0
KPN1878,SRR5387388,573.13741,Tetracycline,4,4.0
KPN1878,SRR5387388,573.13741,Trimethoprim/Sulfamethoxazole,<=0.5/9,1.0
KPN1879,SRR5387387,573.13742,Amikacin,<=8,8.0
KPN1879,SRR5387387,573.13742,Cefepime,>16,16.0
KPN1879,SRR5387387,573.13742,Imipenem,<=1,1.0
KPN1879,SRR5387387,573.13742,Meropenem,<=1,1.0
KPN1879,SRR5387387,573.13742,Tobramycin,8,8.0
KPN1880,SRR5387386,573.13744,Ampicillin/Sulbactam,>16/8,32.0
KPN1880,SRR5387386,573.13744,Levofloxacin,>4,8.0
KPN1882,SRR5387384,573.13746,Meropenem,>8,16.0
KPN1882,SRR5387384,573.13746,Tobramycin,>8,8.0
KPN1883,SRR5387383,573.13747,Ampicillin,>16,32.0
KPN1883,SRR5387383,573.13747,Cefazolin,>16,32.0
KPN1884,SRR5387382,573.13748,Nitrofurantoin,64,64.0
KPN1888,SRR5387379,573.13749,Ceftriaxone,>32,32.0
KPN1888,SRR5387379,573.13749,Ciprofloxacin,>2,4.0
KPN1888,SRR5387379,573.13749,Nitrofurantoin,>64,128.0
KPN1888,SRR5387379,573.13749,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1889,SRR5387378,573.13750,Amikacin,>32,16.0
KPN1889,SRR5387378,573.13750,Aztreonam,>16,32.0
KPN1890,SRR5387377,573.13752,Tobramycin,<=2,4.0
KPN1891,SRR5387376,573.13753,Cefuroxime sodium,>16,32.0
KPN1891,SRR5387376,573.13753,Gentamicin,>8,16.0
KPN1891,SRR5387376,573.13753,Tetracycline,8,8.0
KPN1893,SRR5387375,573.13754,Levofloxacin,4,2.0
KPN1894,SRR5387374,573.13755,Ampicillin/Sulbactam,>16/8,32.0
KPN1894,SRR5387374,573.13755,Tetracycline,>8,8.0
KPN1895,SRR5387373,573.13756,Ceftazidime,>16,32.0
KPN1895,SRR5387373,573.13756,Imipenem,<=1,1.0
KPN1895,SRR5387373,573.13756,Meropenem,<=1,1.0
KPN1895,SRR5387373,573.13756,Piperacillin/Tazobactam,>64/4,64.0
KPN1898,SRR5387371,573.13758,Amikacin,<=8,8.0
KPN1898,SRR5387371,573.13758,Ampicillin,>16,32.0
KPN1901,SRR5387368,573.13760,Cefazolin,>16,32.0
KPN1901,SRR5387368,573.13760,Cefoxitin,>16,16.0
KPN1901,SRR5387368,573.13760,Levofloxacin,>4,8.0
KPN1903,SRR5387366,573.13762,Ceftriaxone,>32,64.0
KPN1903,SRR5387366,573.13762,Ciprofloxacin,>2,4.0
KPN1904,SRR5387144,573.13763,Cefazolin,16,16.0
KPN1904,SRR5387144,573.13763,Gentamicin,<=2,2.0
KPN1904,SRR5387144,573.13763,Trimethoprim/Sulfamethoxazole,>2/38,2.0
KPN1906,SRR5387363,573.13765,Aztreonam,>16,32.0
KPN1906,SRR5387363,573.13765,Cefuroxime sodium,>16,32.0
KPN1911,SRR5387362,573.13767,Cefoxitin,<=4,8.0
KPN1911,SRR5387362,573.13767,Levofloxacin,<=1,2.0
KPN1912,SRR5387361,573.13768,Ampicillin/Sulbactam,>16/8,32.0
KPN1912,SRR5387361,573.13768,Aztreonam,16,16.0
KPN1912,SRR5387361,573.13768,Imipenem,<=1,1.0
KPN1912,SRR5387361,573.13768,Meropenem,<=1,1.0
KPN1912,SRR5387361,573.13768,Nitrofurantoin,>64,128.0
KPN1912,SRR5387361,573.13768,Piperacillin/Tazobactam,4/4,16.0
KPN1912,SRR5387361,573.13768,Tetracycline,<=2,8.0
KPN1913,SRR5387360,573.13770,Cefepime,<=1,4.0
KPN1913,SRR5387360,573.13770,Imipenem,>8,16.0
KPN1914,SRR5387359,573.13769,Amikacin,16,16.0
KPN1914,SRR5387359,573.13769,Ampicillin,>16,32.0
KPN1914,SRR5387359,573.13769,Ceftazidime,>16,32.0
KPN1918,SRR5387357,573.13772,Amikacin,<=8,16.0
KPN1918,SRR5387357,573.13772,Cefazolin,>16,32.0
KPN1918,SRR5387357,573.13772,Piperacillin/Tazobactam,>64/4,32.0
KPN1920,SRR5387356,573.13774,Cefepime,>16,16.0
KPN1920,SRR5387356,573.13774,Cefoxitin,8,8.0
KPN1925,SRR5387353,573.13777,Ceftriaxone,>32,64.0
KPN1925,SRR5387353,573.13777,Levofloxacin,>4,8.0
KPN1926,SRR5387352,573.13778,Cefuroxime sodium,>16,32.0
KPN1926,SRR5387352,573.13778,Ciprofloxacin,>2,4.0
KPN1926,SRR5387352,573.13778,Trimethoprim/Sulfamethoxazole,>2/38,1.0
KPN1927,SRR5387351,573.13779,Aztreonam,>16,32.0
KPN1927,SRR5387351,573.13779,Piperacillin/Tazobactam,32/4,64.0
KPN1928,SRR5387350,573.13780,Ampicillin/Sulbactam,>16/8,32.0
KPN1929,SRR5387349,573.13781,Gentamicin,<=2,4.0
KPN1929,SRR5387349,573.13781,Tobramycin,>8,16.0
KPN1930,SRR5387348,573.13782,Ampicillin,>16,32.0
KPN1930,SRR5387348,573.13782,Ceftazidime,>16,32.0
KPN1930,SRR5387348,573.13782,Tobramycin,8,8.0
KPN1931,SRR5387347,573.13783,Tetracycline,4,4.0
KPN1931,SRR5387347,573.13783,Tobramycin,<=2,2.0
KPN1932,SRR5387346,573.13784,Cefazolin,>16,32.0
KPN1932,SRR5387346,573.13784,Cefoxitin,>16,32.0
KPN1933,SRR5387345,573.13785,Tetracycline,>8,8.0
KPN1934,SRR5387344,573.13786,Piperacillin/Tazobactam,>64/4,32.0
KPN1936,SRR5387343,573.13787,Amikacin,<=8,8.0
KPN1936,SRR5387343,573.13787,Ceftriaxone,>32,16.0
KPN1936,SRR5387343,573.13787,Imipenem,<=1,8.0
KPN1936,SRR5387343,573.13787,Levofloxacin,>4,4.0
KPN1937,SRR5387342,573.13788,Cefuroxime sodium,>16,32.0
KPN1937,SRR5387342,573.13788,Ciprofloxacin,>2,4.0
KPN1940,SRR5387339,573.13790,Ampicillin/Sulbactam,>16/8,32.0
KPN1941,SRR5387338,573.13791,Aztreonam,>16,16.0
KPN1941,SRR5387338,573.13791,Meropenem,<=1,2.0
KPN1942,SRR5387337,573.13792,Ampicillin,>16,32.0
KPN1942,SRR5387337,573.13792,Gentamicin,>8,16.0
KPN1942,SRR5387337,573.13792,Piperacillin/Tazobactam,16/4,32.0
KPN1942,SRR5387337,573.13792,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1946,SRR5387335,573.13793,Gentamicin,4,4.0
KPN1946,SRR5387335,573.13793,Nitrofurantoin,>64,128.0
KPN1947,SRR5387334,573.13794,Cefazolin,>16,32.0
KPN1948,SRR5387333,573.13795,Cefepime,>16,8.0
KPN1948,SRR5387333,573.13795,Ceftazidime,>16,32.0
KPN1950,SRR5387331,573.13798,Amikacin,32,32.0
KPN1950,SRR5387331,573.13798,Ceftriaxone,>32,64.0
KPN1950,SRR5387331,573.13798,Tobramycin,>8,16.0
KPN1951,SRR5387330,573.13799,Cefuroxime sodium,>16,32.0
KPN1951,SRR5387330,573.13799,Ciprofloxacin,>2,4.0
KPN1951,SRR5387330,573.13799,Meropenem,>8,4.0
KPN1952,SRR5387329,573.13800,Cefoxitin,16,16.0
KPN1952,SRR5387329,573.13800,Gentamicin,<=2,2.0
KPN1952,SRR5387329,573.13800,Piperacillin/Tazobactam,>64/4,64.0
KPN1955,SRR5387326,573.13802,Ampicillin/Sulbactam,>16/8,32.0
KPN1955,SRR5387326,573.13802,Levofloxacin,>4,8.0
KPN1955,SRR5387326,573.13802,Tetracycline,8,4.0
KPN1956,SRR5387325,573.13803,Ampicillin,>16,32.0
KPN1956,SRR5387325,573.13803,Aztreonam,>16,32.0
KPN1986,SRR5387305,573.13819,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN1987,SRR5387304,573.13820,Cefazolin,>16,32.0
KPN1988,SRR5387303,573.13821,Amikacin,<=8,16.0
KPN1988,SRR5387303,573.13821,Imipenem,<=1,2.0
KPN1988,SRR5387303,573.13821,Trimethoprim/Sulfamethoxazole,2/38,2.0
KPN1989,SRR5387302,573.13822,Ceftazidime,>16,16.0
KPN1989,SRR5387302,573.13822,Meropenem,<=1,1.0
KPN1991,SRR5387301,573.13824,Ampicillin/Sulbactam,16/8,32.0
KPN1991,SRR5387301,573.13824,Cefepime,4,16.0
KPN1992,SRR5387300,573.13825,Cefuroxime sodium,>16,32.0
KPN1993,SRR5387299,573.13826,Cefoxitin,>16,16.0
KPN1993,SRR5387299,573.13826,Ceftazidime,16,32.0
KPN1993,SRR5387299,573.13826,Ceftriaxone,>32,64.0
KPN1993,SRR5387299,573.13826,Ciprofloxacin,>2,4.0
KPN1997,SRR5387296,573.13828,Tetracycline,>8,16.0
KPN1998,SRR5387295,573.13829,Ampicillin/Sulbactam,>16/8,32.0
KPN1998,SRR5387295,573.13829,Ampicillin,>16,32.0
KPN1998,SRR5387295,573.13829,Aztreonam,>16,32.0
KPN1998,SRR5387295,573.13829,Tobramycin,>8,16.0
KPN1999,SRR5387294,573.13830,Nitrofurantoin,>64,128.0
KPN2000,SRR5387293,573.13831,Cefazolin,>16,32.0
KPN2000,SRR5387293,573.13831,Cefepime,>16,8.0
KPN2000,SRR5387293,573.13831,Imipenem,>8,16.0
KPN2000,SRR5387293,573.13831,Levofloxacin,>4,8.0
KPN2003,SRR5387290,573.13833,Cefepime,16,16.0
KPN2003,SRR5387290,573.13833,Imipenem,<=1,1.0
KPN2003,SRR5387290,573.13833,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN2004,SRR5387289,573.13834,Amikacin,<=8,8.0
KPN2004,SRR5387289,573.13834,Aztreonam,<=2,8.0
KPN2004,SRR5387289,573.13834,Meropenem,<=1,1.0
KPN2004,SRR5387289,573.13834,Piperacillin/Tazobactam,>64/4,16.0
KPN2005,SRR5387288,573.13835,Gentamicin,>8,4.0
KPN2006,SRR5387287,573.13836,Ceftazidime,>16,32.0
KPN2006,SRR5387287,573.13836,Cefuroxime sodium,>16,32.0
KPN2006,SRR5387287,573.13836,Tetracycline,4,8.0
KPN2006,SRR5387287,573.13836,Tobramycin,<=2,4.0
KPN2008,SRR5387285,573.13838,Ceftriaxone,16,32.0
KPN2009,SRR5387284,573.13839,Ceftriaxone,>32,64.0
KPN2009,SRR5387284,573.13839,Ciprofloxacin,>2,4.0
KPN2010,SRR5387283,573.13841,Ampicillin,>16,32.0
KPN2010,SRR5387283,573.13841,Cefoxitin,<=4,16.0
KPN2012,SRR5387281,573.13843,Ampicillin/Sulbactam,>16/8,32.0
KPN2012,SRR5387281,573.13843,Cefazolin,>16,32.0
KPN2012,SRR5387281,573.13843,Gentamicin,<=2,4.0
KPN2012,SRR5387281,573.13843,Nitrofurantoin,64,128.0
KPN2015,SRR5387279,573.13845,Levofloxacin,<=1,1.0
KPN2015,SRR5387279,573.13845,Tetracycline,>8,8.0
KPN2016,SRR5387278,573.13846,Cefoxitin,>16,32.0
KPN2016,SRR5387278,573.13846,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN2019,SRR5387275,573.13848,Cefuroxime sodium,>16,32.0
KPN2020,SRR5387274,573.13850,Aztreonam,>16,32.0
KPN2021,SRR5387273,573.13852,Ceftazidime,>16,32.0
KPN2023,SRR5387271,573.13851,Amikacin,<=8,16.0
KPN2023,SRR5387271,573.13851,Ampicillin,>16,32.0
KPN2023,SRR5387271,573.13851,Imipenem,<=1,1.0
KPN2023,SRR5387271,573.13851,Levofloxacin,>4,4.0
KPN2023,SRR5387271,573.13851,Piperacillin/Tazobactam,>64/4,64.0
KPN2024,SRR5387270,573.13853,Cefuroxime sodium,<=4,8.0
KPN2024,SRR5387270,573.13853,Meropenem,<=1,1.0
KPN2024,SRR5387270,573.13853,Trimethoprim/Sulfamethoxazole,<=0.5/9,1.0
KPN2026,SRR5387269,573.13854,Ampicillin/Sulbactam,>16/8,32.0
KPN2026,SRR5387269,573.13854,Cefazolin,>16,32.0
KPN2026,SRR5387269,573.13854,Gentamicin,<=2,2.0
KPN2027,SRR5387268,573.13855,Ceftriaxone,>32,64.0
KPN2027,SRR5387268,573.13855,Ciprofloxacin,>2,4.0
KPN2029,SRR5387266,573.13856,Tobramycin,>8,16.0
KPN2032,SRR5387263,573.13859,Cefoxitin,8,16.0
KPN2035,SRR5387261,573.13861,Cefepime,>16,16.0
KPN2035,SRR5387261,573.13861,Cefuroxime sodium,>16,32.0
KPN2035,SRR5387261,573.13861,Imipenem,8,8.0
KPN2035,SRR5387261,573.13861,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN2036,SRR5387260,573.13862,Ceftriaxone,32,32.0
KPN2037,SRR5387259,573.13863,Ampicillin,>16,32.0
KPN2037,SRR5387259,573.13863,Aztreonam,>16,32.0
KPN2038,SRR5387258,573.13864,Ceftazidime,>16,32.0
KPN2038,SRR5387258,573.13864,Levofloxacin,>4,8.0
KPN2038,SRR5387258,573.13864,Nitrofurantoin,>64,128.0
KPN2039,SRR5387257,573.13865,Cefazolin,>16,32.0
